sample_id,lab_id,sample_type,project_area,anomaly_id,easting,northing,au_ppm,as_ppm,sb_ppm,bi_ppm,cu_ppm,zn_ppm,pb_ppm,ag_ppm,below_detection
T2-TR7-029,AN6/261,trench,Shamkya,An6,,,5.0,0.02,15.4,12.65,4.62,3.3,5.0,2.69,True
T2-TR7-030,AN6/262,trench,Shamkya,An6,,,5.0,0.01,9.4,2.19,4.91,11.4,36.8,1.64,True
T2-TR7-031,AN6/263,trench,Shamkya,An6,,,5.0,0.01,19.1,8.22,6.43,3.2,6.3,3.3,True
Triplicate(T2-TR7-020),AN6/264,trench,Shamkya,An6,,,5.0,0.07,4.0,0.67,4.95,3.4,5.7,0.3,True
T2-TR7-032,AN6/265,trench,Shamkya,An6,,,5.0,0.01,7.1,2.87,4.08,8.8,29.4,1.39,True
T2-TR7-033,AN6/266,trench,Shamkya,An6,,,5.0,0.01,14.6,5.64,7.19,3.6,35.7,3.08,True
T2-TR7-034,AN6/267,trench,Shamkya,An6,,,5.0,0.01,1.9,2.46,1.8,4.2,7.5,0.82,True
T2-TR7-035,AN6/268,trench,Shamkya,An6,,,5.0,0.01,16.6,4.95,7.72,3.9,84.3,3.53,True
T2-TR7-036,AN6/269,trench,Shamkya,An6,,,5.0,0.01,14.5,10.8,6.74,4.3,32.5,2.94,True
T2-TR7-037,AN6/270,trench,Shamkya,An6,,,5.0,0.01,9.9,6.18,8.62,2.7,28.1,2.02,True
T2-TR7-038,AN6/271,trench,Shamkya,An6,,,5.0,0.01,3.5,7.22,2.78,3.7,8.2,0.89,True
T2-TR7-039,AN6/272,trench,Shamkya,An6,,,5.0,0.01,8.3,6.38,2.79,4.4,36.0,1.9,True
T2-TR7-040,AN6/273,trench,Shamkya,An6,,,5.0,0.01,20.7,11.65,5.31,3.8,32.2,3.84,True
T2-TR7-041,AN6/274,trench,Shamkya,An6,,,5.0,0.01,13.1,10.4,4.46,3.5,3.5,2.9,True
T2-TR7-042,AN6/275,trench,Shamkya,An6,,,5.0,0.02,14.7,11.3,4.21,2.5,21.7,3.11,True
T2-TR7-043,AN6/276,trench,Shamkya,An6,,,5.0,0.01,17.9,10.15,4.13,2.8,4.3,2.91,True
T2-TR7-044,AN6/277,trench,Shamkya,An6,,,5.0,0.01,15.5,11.3,4.88,3.5,11.0,3.41,True
T2-TR7-045,AN6/278,trench,Shamkya,An6,,,5.0,0.01,14.9,11.0,3.77,3.4,6.0,2.6,True
T2-TR7-046,AN6/279,trench,Shamkya,An6,,,5.0,0.01,17.2,10.4,4.39,4.0,2.9,3.15,True
T2-TR7-047,AN6/280,trench,Shamkya,An6,,,5.0,0.01,14.9,9.12,4.25,3.5,3.6,3.21,True
T2-TR7-048,AN6/281,trench,Shamkya,An6,,,5.0,0.01,11.9,11.9,4.12,4.5,1.4,2.53,True
T2-TR7-049,AN6/282,trench,Shamkya,An6,,,5.0,0.02,10.7,16.4,3.68,3.6,19.2,2.6,True
T2-TR5-001,AN6/283,trench,Shamkya,An6,,,5.0,0.01,21.3,10.35,6.42,4.0,1.9,3.84,True
T2-TR5-002,AN6/284,trench,Shamkya,An6,,,5.0,0.01,21.7,9.23,4.85,2.8,2.4,3.69,True
T2-TR5-003,AN6/285,trench,Shamkya,An6,,,5.0,0.01,19.9,9.14,4.29,4.0,3.6,3.31,True
T2-TR5-004,AN6/286,trench,Shamkya,An6,,,5.0,0.01,15.2,6.86,4.79,4.5,4.4,2.18,True
T2-TR5-005,AN6/287,trench,Shamkya,An6,,,5.0,0.01,12.5,0.63,5.54,6.4,11.6,1.31,True
T2-TR5-006,AN6/288,trench,Shamkya,An6,,,5.0,0.01,13.1,0.37,4.78,6.7,10.6,0.8,True
Duplicate of(T2-TR5-010),AN6/289,trench,Shamkya,An6,,,5.0,0.06,4.0,0.23,4.79,3.4,5.5,0.29,True
T2-TR5-007,AN6/290,trench,Shamkya,An6,,,5.0,0.01,8.0,0.48,4.65,4.8,10.2,0.62,True
T2-TR5-008,AN6/291,trench,Shamkya,An6,,,5.0,0.01,4.5,0.27,4.48,7.8,9.2,0.4,True
T2-TR5-009,AN6/292,trench,Shamkya,An6,,,5.0,0.06,5.0,0.38,4.74,3.4,5.2,0.28,True
T2-TR5-010,AN6/293,trench,Shamkya,An6,,,5.0,0.04,3.6,0.21,4.58,3.2,4.5,0.22,True
Blank,AN6/294,trench,Shamkya,An6,,,5.0,0.01,0.1,0.06,0.18,0.25,8.7,0.23,True
T2-TR5-011,AN6/295,trench,Shamkya,An6,,,10.0,0.01,16.0,0.75,7.27,3.1,12.1,1.19,True
T2-TR5-012,AN6/296,trench,Shamkya,An6,,,5.0,0.01,16.6,0.61,7.69,4.2,16.3,1.34,True
T2-TR5-013,AN6/297,trench,Shamkya,An6,,,5.0,0.03,14.6,0.73,9.37,8.2,23.1,1.53,True
T2-TR5-014,AN6/298,trench,Shamkya,An6,,,5.0,0.08,22.2,0.83,7.7,7.0,66.3,2.84,True
T2-TR5-015,AN6/299,trench,Shamkya,An6,,,5.0,0.02,6.8,0.75,7.62,7.4,10.4,0.99,True
T2-TR5-016,AN6/300,trench,Shamkya,An6,,,5.0,0.02,8.5,1.52,7.07,6.7,13.4,1.16,True
T2-TR5-017,AN6/301,trench,Shamkya,An6,,,5.0,0.01,21.5,4.94,5.16,4.2,23.1,3.88,True
T2-TR5-018,AN6/302,trench,Shamkya,An6,,,5.0,0.03,17.6,3.24,10.1,5.9,18.6,3.67,True
T2-TR5-019,AN6/303,trench,Shamkya,An6,,,5.0,0.01,13.5,6.44,4.77,4.1,10.7,2.78,True
T2-TR5-020,AN6/304,trench,Shamkya,An6,,,5.0,0.01,7.7,3.19,3.47,3.9,2.8,1.23,True
T2-TR5-021,AN6/305,trench,Shamkya,An6,,,5.0,0.01,16.8,1.28,8.21,5.0,11.4,1.85,True
T2-TR5-022,AN6/306,trench,Shamkya,An6,,,5.0,0.01,8.2,1.5,3.49,3.1,10.6,1.67,True
T2-TR5-023,AN6/307,trench,Shamkya,An6,,,5.0,0.01,2.3,0.71,1.23,2.6,12.5,0.73,True
T2-TR5-024,AN6/308,trench,Shamkya,An6,,,5.0,0.01,2.4,0.67,1.22,3.5,12.5,0.73,True
T2-TR5-025,AN6/309,trench,Shamkya,An6,,,5.0,0.02,7.3,1.63,3.87,3.6,13.7,1.42,True
T2-TR8-001,AN6/310,trench,Shamkya,An6,,,5.0,0.01,19.9,13.0,5.13,4.4,20.7,2.89,True
T2-TR8-002,AN6/311,trench,Shamkya,An6,,,5.0,0.01,11.3,8.87,3.43,2.9,12.2,1.83,True
T2-TR8-003,AN6/312,trench,Shamkya,An6,,,5.0,0.01,12.0,14.9,4.12,3.2,23.6,2.25,True
T2-TR8-004,AN6/313,trench,Shamkya,An6,,,5.0,0.01,13.6,9.86,4.63,3.0,22.4,2.66,True
T2-TR8-005,AN6/314,trench,Shamkya,An6,,,5.0,0.01,15.8,14.2,5.03,3.2,29.1,3.04,True
T2-TR8-006,AN6/315,trench,Shamkya,An6,,,5.0,0.01,16.0,13.9,5.07,3.3,43.8,2.98,True
T2-TR8-007,AN6/316,trench,Shamkya,An6,,,5.0,0.01,6.1,6.26,2.13,5.8,22.8,1.18,True
T2-TR8-008,AN6/317,trench,Shamkya,An6,,,5.0,0.01,2.9,4.56,1.2,4.7,13.1,0.66,True
T2-TR8-009,AN6/318,trench,Shamkya,An6,,,5.0,0.01,6.9,15.2,2.59,2.8,22.8,1.55,True
Duplicate of(T2-TR5-016),AN6/319,trench,Shamkya,An6,,,5.0,0.02,8.5,1.52,7.32,6.6,13.2,1.2,True
Blank,AN6/320,trench,Shamkya,An6,,,5.0,0.01,0.1,0.06,0.22,0.25,9.6,0.24,True
T2-TR8-010,AN6/321,trench,Shamkya,An6,,,5.0,0.01,6.1,6.89,2.21,2.5,46.6,1.3,True
T2-TR8-011,AN6/322,trench,Shamkya,An6,,,5.0,0.01,3.5,4.4,1.39,2.1,23.0,0.75,True
T2-TR8-012,AN6/323,trench,Shamkya,An6,,,5.0,0.01,5.5,8.25,2.02,4.3,38.5,1.46,True
T2-TR8-013,AN6/324,trench,Shamkya,An6,,,5.0,0.01,7.2,11.0,2.91,3.9,50.0,1.79,True
T2-TR8-014,AN6/325,trench,Shamkya,An6,,,5.0,0.01,6.8,12.6,2.62,3.8,39.6,1.49,True
T2-TR8-015,AN6/326,trench,Shamkya,An6,,,5.0,0.01,11.6,6.17,3.64,3.9,80.4,2.13,True
T2-TR8-016,AN6/327,trench,Shamkya,An6,,,5.0,0.01,12.3,14.55,4.05,5.2,24.9,2.41,True
T2-TR8-017,AN6/328,trench,Shamkya,An6,,,5.0,0.01,19.6,9.9,5.29,7.1,26.4,3.02,True
T2-TR8-018,AN6/329,trench,Shamkya,An6,,,5.0,0.01,18.2,12.6,4.16,6.8,9.8,2.74,True
T2-TR8-019,AN6/330,trench,Shamkya,An6,,,5.0,0.01,17.6,8.09,4.29,4.4,11.2,2.68,True
T2-TR8-020,AN6/331,trench,Shamkya,An6,,,5.0,0.01,18.5,6.4,5.84,3.8,15.3,3.18,True
T2-TR8-021,AN6/332,trench,Shamkya,An6,,,5.0,0.01,19.0,12.05,6.15,5.2,15.9,3.52,True
T2-TR8-022,AN6/333,trench,Shamkya,An6,,,5.0,0.01,22.3,6.39,7.63,7.1,29.4,3.68,True
T2-TR8-023,AN6/334,trench,Shamkya,An6,,,5.0,0.01,13.4,15.25,4.84,3.0,12.3,3.07,True
T2-TR8-024,AN6/335,trench,Shamkya,An6,,,5.0,0.01,5.1,4.35,5.98,6.3,7.7,0.65,True
Blank,AN6/336,trench,Shamkya,An6,,,5.0,0.01,0.1,0.07,0.21,0.25,8.6,0.23,True
T2-TR8-025,AN6/337,trench,Shamkya,An6,,,5.0,0.01,4.1,10.4,4.49,6.3,8.3,0.85,True
T2-TR8-026,AN6/338,trench,Shamkya,An6,,,5.0,0.01,12.9,13.85,4.05,2.9,5.8,2.69,True
T2-TR8-027,AN6/339,trench,Shamkya,An6,,,5.0,0.01,17.5,12.7,4.99,4.2,3.4,3.74,True
T2-TR8-028,AN6/340,trench,Shamkya,An6,,,5.0,0.01,13.1,13.95,4.2,2.7,13.3,3.14,True
T2-TR8-029,AN6/341,trench,Shamkya,An6,,,5.0,0.01,11.7,6.24,5.65,3.0,42.2,3.61,True
T2-TR8-030,AN6/342,trench,Shamkya,An6,,,5.0,0.01,12.8,9.08,4.27,3.9,59.4,3.43,True
T2-TR8-031,AN6/343,trench,Shamkya,An6,,,5.0,0.01,5.9,10.4,2.91,2.3,46.6,2.54,True
T2-TR8-032,AN6/344,trench,Shamkya,An6,,,5.0,0.01,13.1,13.9,4.99,2.6,87.6,3.34,True
T2-TR8-033,AN6/345,trench,Shamkya,An6,,,5.0,0.01,1.7,2.06,1.21,0.9,18.5,0.6,True
Duplicate of(T2-TR8-024),AN6/346,trench,Shamkya,An6,,,5.0,0.01,4.8,4.04,5.97,6.2,6.6,0.58,True
Blank,AN6/347,trench,Shamkya,An6,,,5.0,0.01,0.1,0.06,0.3,0.25,7.7,0.2,True
T2-TR8-034,AN6/348,trench,Shamkya,An6,,,5.0,0.01,6.5,9.67,1.94,1.6,7.2,1.26,True
T2-TR8-035,AN6/349,trench,Shamkya,An6,,,5.0,0.01,25.7,12.55,5.16,1.8,1.2,3.46,True
T2-TR8-036,AN6/350,trench,Shamkya,An6,,,5.0,0.01,7.0,4.84,2.64,4.4,33.5,1.89,True
T2-TR8-037,AN6/351,trench,Shamkya,An6,,,5.0,0.01,17.4,13.0,3.98,2.3,10.0,2.95,True
T2-TR8-038,AN6/352,trench,Shamkya,An6,,,5.0,0.01,19.5,12.8,5.56,5.2,4.6,4.19,True
T2-TR8-039,AN6/353,trench,Shamkya,An6,,,5.0,0.01,23.0,10.95,6.46,5.2,7.3,4.59,True
T2-TR8-040,AN6/354,trench,Shamkya,An6,,,5.0,0.01,19.8,11.05,5.96,4.0,17.5,3.63,True
T2-TR8-041,AN6/355,trench,Shamkya,An6,,,5.0,0.01,20.6,11.0,5.93,4.3,16.9,3.84,True
T2-TR8-042,AN6/356,trench,Shamkya,An6,,,5.0,0.01,12.7,11.15,4.97,3.4,13.2,2.7,True
T2-TR8-043,AN6/357,trench,Shamkya,An6,,,5.0,0.01,15.6,13.65,6.02,3.9,9.4,3.3,True
T2-TR9-001,AN6/358,trench,Shamkya,An6,,,5.0,0.01,15.8,8.51,4.43,3.6,18.7,3.25,True
T2-TR9-002,AN6/359,trench,Shamkya,An6,,,5.0,0.01,14.5,3.97,5.32,4.6,46.4,3.16,True
T2-TR9-003,AN6/360,trench,Shamkya,An6,,,10.0,0.01,16.5,11.8,5.41,3.9,21.8,2.99,True
T2-TR9-004,AN6/361,trench,Shamkya,An6,,,10.0,0.01,13.1,11.35,5.54,4.4,36.3,2.95,True
T2-TR9-005,AN6/362,trench,Shamkya,An6,,,10.0,0.01,16.4,9.24,6.17,3.3,33.9,3.74,True
T2-TR9-006,AN6/363,trench,Shamkya,An6,,,10.0,0.01,14.6,9.69,7.25,2.8,21.6,3.22,True
T2-TR9-007,AN6/364,trench,Shamkya,An6,,,10.0,0.01,16.1,11.75,5.2,1.1,31.6,2.48,True
T2-TR9-008,AN6/365,trench,Shamkya,An6,,,10.0,0.01,14.0,8.23,4.92,3.4,48.2,3.48,True
Duplicate of(T2-TR9-013),AN6/366,trench,Shamkya,An6,,,5.0,7.53,5.8,4.74,5.64,2.2,6.2,0.48,True
T2-TR9-009,AN6/367,trench,Shamkya,An6,,,5.0,0.01,12.1,7.2,4.24,3.2,17.9,2.52,True
T2-TR9-010,AN6/368,trench,Shamkya,An6,,,5.0,0.01,22.6,14.35,6.15,4.1,11.8,3.85,True
T2-TR9-011,AN6/369,trench,Shamkya,An6,,,5.0,0.01,25.4,8.5,6.68,5.6,11.5,4.41,True
T2-TR9-012,AN6/370,trench,Shamkya,An6,,,5.0,0.02,20.3,11.5,6.02,3.1,15.2,4.06,True
T2-TR9-013,AN6/371,trench,Shamkya,An6,,,5.0,4.8,5.0,4.12,5.39,1.8,5.8,0.49,True
Blank,AN6/372,trench,Shamkya,An6,,,5.0,0.01,0.1,0.06,0.23,0.25,5.7,0.18,True
T2-TR9-014,AN6/373,trench,Shamkya,An6,,,5.0,0.07,6.5,7.84,6.54,3.4,8.6,0.62,True
T2-TR9-015,AN6/374,trench,Shamkya,An6,,,5.0,0.02,7.2,10.2,6.65,2.0,5.9,0.57,True
T2-TR9-016,AN6/375,trench,Shamkya,An6,,,5.0,0.04,12.5,11.45,7.27,2.3,12.0,2.46,True
T2-TR9-017,AN6/376,trench,Shamkya,An6,,,5.0,0.02,5.1,12.35,10.2,2.8,4.4,0.47,True
T2-TR9-018,AN6/377,trench,Shamkya,An6,,,5.0,0.02,4.1,10.45,4.42,9.3,5.7,0.49,True
T2-TR9-019,AN6/378,trench,Shamkya,An6,,,5.0,0.01,12.4,19.65,3.21,3.1,4.4,2.33,True
T2-TR9-020,AN6/379,trench,Shamkya,An6,,,5.0,0.01,18.5,13.0,5.4,4.4,3.7,3.32,True
