Sample ID,Au,Ag,As,Bi,Cu,Pb,Sb,Zn
R0816,<0.01,0.06,2.7,0.1,91.4,2.9,0.3,117
R0817,<0.01,0.05,3.7,0.06,42.9,2.3,0.13,74
R0818,<0.01,0.04,4.6,0.23,90.3,3,0.17,118
R0819,<0.01,0.03,2.8,0.09,22.9,5.6,0.31,132
R0820,0.01,0.09,2.8,0.12,34.8,23.2,0.16,72
R0821,0.08,0.11,25.2,1.09,29,37.8,0.32,58
R0822,0.01,0.1,3.7,1.24,67.5,9,0.16,37
R0823,0.01,0.08,1.7,0.32,143.5,5.1,0.34,147
R0824,0.02,0.11,10.5,0.72,160.5,7.9,0.44,160
R0825,0.01,0.12,9.4,0.39,17.3,6.3,0.2,41
R0826,<0.01,0.13,15.9,0.95,37.7,4.3,0.15,90
R0827,<0.01,0.13,15.1,1.11,38.4,4.2,0.17,91
R0828,<0.01,0.01,0.2,0.02,1.8,12.6,<0.05,4
R0829,0.07,0.4,24.3,1.32,89.4,24,0.37,158
R0830,0.05,0.33,10.4,0.6,47,84.9,0.2,193
R0831,<0.01,0.11,8.5,0.51,39.3,14.4,0.23,78
R0832,0.01,0.06,14.2,0.7,21.9,7.9,0.2,58
R0833,0.08,0.11,43.4,1.44,22.5,4.9,0.21,54
R0834,0.24,0.23,53.7,1.78,31,6.4,0.4,38
R0835,0.08,0.16,54,1.6,202,8.8,0.25,56
R0836,0.02,0.17,29,2.15,236,7.5,0.16,62
R0837,0.8,0.62,9.9,17.75,1540,41.4,0.21,173
R0838,0.18,0.23,9.5,5.95,388,18.8,0.25,105
R0839,0.07,0.07,11.6,1.83,102.5,11.1,0.22,182
R0840,0.53,0.67,66.2,5.55,151,185.5,0.75,146
R0841,0.62,0.42,85.1,1.62,83.5,133.5,1.69,624
R0842,0.49,38.1,55.4,86,395,2580,0.75,2280
R0843,0.01,0.4,153,1.02,79.8,47.2,0.83,244
R0844,<0.01,0.13,18.9,0.31,20.1,15.4,0.31,253
R0845,0.01,0.09,3.4,0.34,29,14.1,0.17,114
R0846,<0.01,0.03,2.8,0.08,3.4,9.7,0.07,54
R0847,<0.01,0.03,1,0.07,9.3,5.1,0.05,83
R0848,<0.01,0.04,0.8,0.21,6.7,6.9,0.08,121
R0849,0.01,0.05,3.4,0.16,14.3,6.6,0.16,79
R0850,<0.01,0.09,5.3,0.53,27.5,13.7,0.15,155
R0851,0.08,0.17,55.3,1.66,194.5,8.9,0.23,57
R0852,<0.01,0.16,22.7,0.37,30.7,17.6,0.37,150
R0853,0.01,0.27,19.8,0.26,29.2,20.5,0.43,85
R0854,<0.01,0.12,4.9,0.09,12.9,7.3,0.18,65
R0855,<0.01,0.04,2.2,0.1,6,5.2,0.1,94
R0856,<0.01,0.09,3.3,0.1,48.5,5.6,0.12,112
R0857,<0.01,0.05,1.3,0.07,22.8,3.1,0.05,93
R0858,<0.01,0.03,0.9,0.09,8,4.8,0.05,97
R0859,<0.01,0.03,1.2,0.08,6.7,5,0.05,76
R0860,<0.01,0.03,0.9,0.07,3.5,5,<0.05,66
R0861,<0.01,0.02,0.6,0.11,2,4.5,<0.05,69
R0862,<0.01,0.01,1.2,0.03,35.6,2.8,<0.05,100
R0863,<0.01,0.01,1.4,0.04,43.8,3.4,<0.05,98
R0864,0.01,0.02,3.3,0.36,18.2,5.8,0.05,34
R0865,0.05,0.1,60,8.19,23.1,2,0.28,40
R0866,0.02,0.1,19,0.9,25.1,3.9,0.17,39
R0867,0.02,0.07,32.5,0.8,34.4,2.9,0.16,31
R0868,0.01,0.07,9.9,0.81,62.2,5.8,0.19,88
R0869,0.02,0.06,15.3,0.69,31.6,4.6,0.12,59
R0870,<0.01,0.01,0.2,0.02,2.3,13.6,<0.05,5
R0871,0.01,0.08,3.6,0.53,64.5,10.2,0.06,112
R0872,0.01,0.02,1,0.02,39.5,2.5,<0.05,99
R0873,<0.01,0.03,0.6,0.05,37.7,3.5,0.05,94
R0874,<0.01,0.06,1.2,0.45,20.3,10,<0.05,131
R0875,<0.01,0.05,13.8,0.72,32,4.8,0.11,57
R0876,0.01,0.06,1.7,0.42,48.2,12.2,0.05,90
R0877,<0.01,0.05,1.8,0.85,46.8,16.1,0.05,98
R0878,<0.01,0.05,1,0.33,50.2,13.1,0.05,104
R0879,<0.01,0.04,1.3,0.25,76.8,5.3,0.05,83
R0880,<0.01,0.06,4.4,0.35,41.4,9.5,0.09,76
R0881,<0.01,0.09,7,0.24,28.7,8.7,0.13,59
R0882,0.01,0.16,18.1,1.58,103.5,7.3,0.29,66
R0883,0.18,0.11,2.7,0.61,40.5,6.3,0.06,78
R0884,0.01,0.37,21.7,0.76,29,27.6,0.53,80
R0885,0.01,0.2,16.6,0.39,49.5,18.5,0.41,150
R0886,<0.01,0.02,3.2,0.03,69.2,1.2,0.15,55
R0887,<0.01,0.02,1.4,0.05,68.7,1.5,0.1,65
R0888,<0.01,0.03,1.4,1.72,74.7,2.9,0.1,74
R0889,<0.01,0.09,2.1,3.17,57,6.9,0.12,64
R0890,<0.01,0.06,2.8,0.21,100,2.5,0.1,89
R0891,<0.01,0.03,4.1,0.81,70.5,1.7,0.15,46
R0892,<0.01,0.03,2.7,0.04,88.4,0.5,0.11,29
R0893,<0.01,0.03,3,0.03,72.4,0.4,0.1,32
R0894,<0.01,0.05,1.7,0.1,96,0.6,0.09,89
R0895,<0.01,0.07,5.2,6.56,49.6,4.1,0.15,101
R0896,<0.01,0.05,2.6,2.94,11.1,10.7,0.09,120
R0897,<0.01,0.03,15.2,0.56,5.8,10.7,0.1,167
R0898,0.01,0.04,12.9,0.52,18.5,10.9,0.14,83
R0899,<0.01,0.02,47.9,1.33,30.5,6.4,0.4,41
R0900,<0.01,0.01,47.8,1.65,12.4,0.8,0.25,22
R0901,<0.01,0.03,3.1,0.03,74,0.4,0.1,31
R0902,<0.01,0.01,34.1,1.34,8.4,0.5,0.21,16
R0903,<0.01,0.01,9.7,0.59,3.3,0.6,0.13,11
R0904,<0.01,0.02,7.9,0.88,7.2,0.8,0.14,11
R0905,<0.01,0.02,0.9,0.82,14.3,0.7,0.05,3
R0906,<0.01,0.01,4.9,0.37,3.1,0.7,0.11,14
R0907,<0.01,0.14,2,0.09,5.8,7.7,0.24,84
R0908,0.01,0.08,1.5,0.1,9.7,4.8,0.14,58
R0909,0.02,0.02,0.9,0.12,4.7,2.7,0.06,46
R0910,0.01,0.02,1.1,0.13,5.1,2.1,0.06,77
R0911,<0.01,0.04,1.4,0.11,6.6,2.6,0.07,92
R0912,<0.01,0.03,1,0.17,8.3,2.3,0.05,78
R0913,<0.01,0.03,0.9,0.24,4.5,2.5,0.07,52
R0914,<0.01,0.04,1.3,0.22,4.9,3.3,0.08,53
R0915,<0.01,0.04,1.2,0.11,6.2,8.9,0.08,107
R0916,<0.01,0.02,1.1,0.06,4.8,3.8,0.08,118
R0917,<0.01,0.02,0.9,0.1,4.9,3.6,0.08,92
R0918,<0.01,0.03,1.6,0.1,5.7,4.5,0.08,107
R0919,<0.01,0.02,0.9,0.11,3,3.7,0.07,87
R0920,<0.01,0.02,0.5,0.11,3,2.4,0.06,100
R0921,<0.01,0.03,1.2,0.07,4.2,3.2,0.06,74
R0922,0.01,0.05,1.7,0.05,3.5,3.1,0.07,83
R0923,0.02,0.1,9.3,0.63,4.1,4.7,0.16,105
R0924,<0.01,0.01,0.2,0.02,2.2,11.7,<0.05,4
R0925,0.01,0.05,1.2,0.45,4.1,3.2,0.08,87
R0926,0.03,0.1,9.8,0.68,3.9,4.5,0.15,103
R0927,<0.01,0.03,0.8,0.15,6.6,3.4,0.07,94
R0928,<0.01,0.08,0.6,0.34,4.3,5.5,0.13,90
R0929,<0.01,0.09,1,0.18,2.6,6.3,0.18,126
R0930,<0.01,0.1,1.3,0.38,3.4,5.2,0.14,85
R0931,<0.01,0.06,1.3,0.17,3.1,5.6,0.16,57
R0932,0.01,0.02,0.9,0.12,5.9,2.6,0.09,115
R0933,<0.01,0.06,4.3,0.29,20.8,5.9,0.11,113
R0934,0.01,0.05,3,0.26,15,7.2,0.09,268
R0935,<0.01,0.05,1.9,0.24,12.7,10.7,0.09,201
R0936,0.01,0.08,2.4,0.12,6.4,35.6,0.13,110
R0937,<0.01,0.04,2.3,0.07,5.4,6.1,0.14,98
R0938,<0.01,0.03,2.4,0.06,15.2,3.6,0.12,96
R0939,<0.01,0.02,2,0.13,31.5,3.6,0.15,129
R0940,<0.01,0.02,1.2,0.06,9.7,2.7,0.08,107
R0941,<0.01,0.01,0.4,0.04,6.9,2.6,0.05,94
R0942,<0.01,0.02,1.4,0.07,4.6,2.6,0.07,101
R0943,<0.01,0.02,1.6,0.16,6.7,3.5,0.06,92
R0944,<0.01,0.04,2.5,0.15,5.2,3.6,0.14,80
R0945,<0.01,0.03,2.1,0.03,5,2.4,0.1,77
R0946,<0.01,0.02,0.6,0.09,5.2,4.2,0.07,105
R0947,<0.01,0.02,0.7,0.1,2.8,3.7,0.05,116
R0948,<0.01,0.02,0.6,0.11,5.2,2.6,0.05,91
R0949,<0.01,0.02,0.5,0.08,5,3.3,0.05,111
R0950,<0.01,0.02,0.4,0.08,3.2,3.8,0.05,96
R0951,0.21,0.57,149,42.8,177,6.6,0.24,55
R0952,<0.01,0.03,0.9,0.16,4.2,4.7,0.08,183
R0953,<0.01,0.02,0.8,0.05,4.3,5.1,0.07,123
R0954,<0.01,0.03,0.5,0.04,4.2,5.7,0.06,117
R0955,<0.01,0.03,0.5,0.05,3,5.6,0.06,144
R0956,<0.01,0.02,0.7,0.04,175,4.6,0.06,97
R0957,0.24,0.62,149.5,41.2,187.5,6.5,0.22,58
R0958,<0.01,0.01,0.5,0.1,2,11.4,<0.05,4
R0959,0.01,0.08,26.9,0.84,303,4.4,0.14,100
R0960,<0.01,0.03,0.9,0.2,59.1,4.9,0.1,107
R0961,0.01,0.03,0.9,0.17,3.3,3.9,0.1,58
R0962,<0.01,0.03,0.6,0.1,4.3,3.3,0.06,72
R0963,<0.01,0.04,0.9,0.06,3.8,9.7,0.07,40
R0964,<0.01,0.03,0.9,0.09,4.3,5,0.08,85
R0965,<0.01,0.04,0.9,0.12,7.5,6,0.1,119
R0966,<0.01,0.02,1,0.08,5.8,5.1,0.07,96
R0967,<0.01,0.03,1,0.11,7.6,9.6,0.12,92
R0968,<0.01,0.03,3,0.11,7.2,5.4,0.13,113
R0969,<0.01,0.04,2.8,0.09,4.1,12.8,0.09,118
R0970,<0.01,0.02,1.5,0.04,3.3,5.5,0.07,78
R0971,<0.01,0.02,2.2,0.05,3.7,3.8,0.12,91
R0972,<0.01,0.03,4.8,0.05,3.7,3.3,0.18,79
R0973,0.01,0.04,4.7,0.06,2.8,3.1,0.22,84
R0974,<0.01,0.03,2.5,0.06,4.5,2.5,0.16,71
R0975,<0.01,0.02,0.9,0.04,3.3,2.2,0.08,84
R0976,<0.01,0.02,2,0.05,3.7,3.7,0.12,92
R0977,<0.01,0.02,0.5,0.03,1.9,2,0.05,107
R0978,<0.01,0.01,0.5,0.02,4.2,2.6,0.05,102
R0979,<0.01,0.01,0.5,0.03,5.2,3.6,0.07,90
R0980,0.05,0.27,5.5,0.32,7.8,256,0.12,579
R0981,<0.01,0.03,0.5,0.06,1.9,4.7,0.07,106
R0982,<0.01,0.04,0.6,0.04,3.7,3.7,0.07,99
R0983,<0.01,0.02,0.3,0.04,4.9,2.7,0.07,110
R0984,<0.01,0.02,0.8,0.03,3.4,3.3,0.07,129
R0985,<0.01,0.02,0.8,0.06,4.3,2.8,0.07,107
R0986,<0.01,0.02,0.5,0.11,3.5,2,0.07,102
R0987,<0.01,0.02,0.7,0.1,4.7,2.2,0.05,100
R0988,<0.01,0.02,1,0.22,8.4,2.9,0.06,120
R0989,<0.01,0.02,1.8,0.08,3.2,2.6,0.08,101
R0990,0.02,0.02,1.1,0.12,5,2.9,0.07,97
R0991,<0.01,0.01,0.3,0.07,3.5,3.5,0.06,100
R0992,<0.01,0.02,0.5,0.03,4.2,3.5,<0.05,100
R0993,0.01,0.02,0.6,0.03,4.4,3.9,0.08,105
R0994,<0.01,0.03,0.8,0.09,5.6,5.2,0.07,106
R0995,0.01,0.06,31.7,0.65,20.7,3.5,0.13,63
R0996,0.01,0.06,18.8,1.02,11.3,2.8,0.14,74
R0997,<0.01,0.01,0.2,0.02,4.3,15.8,<0.05,4
R0998,0.01,0.03,1.6,0.16,12,3.4,0.1,47
R0999,0.02,0.03,1.6,0.33,5.4,2.6,0.12,31
R1000,0.02,0.03,1.1,0.26,5.5,4.8,0.13,61
R1001,<0.01,0.06,15.8,1,11.3,3.1,0.16,71
R1002,<0.01,0.03,0.7,0.11,6.6,5.8,0.12,77
R1003,<0.01,0.02,0.6,0.07,5.6,5.9,0.08,82
R1004,<0.01,0.02,1.1,0.12,6.5,6.5,0.12,116
R1005,<0.01,0.03,0.8,0.13,7.1,6,0.11,84
R1006,<0.01,0.03,1.2,0.17,11,6.1,0.09,212
R1007,<0.01,0.04,2.3,0.13,15.7,4.5,0.09,282
R1008,<0.01,0.02,0.6,0.06,7.6,3.7,0.07,96
R1009,<0.01,0.03,0.8,0.06,5.8,3.8,0.07,100
R1010,<0.01,0.02,0.5,0.08,4.9,4.8,0.06,94
R1011,0.8,1.11,12.6,3.53,327,120,0.6,120
R1012,0.44,0.7,12.6,1.27,317,10.9,0.57,136
R1013,0.22,0.31,47.1,0.78,87.8,7.4,0.54,77
R1014,0.93,0.74,40.9,1.63,96.5,23.5,0.75,76
R1015,0.1,0.29,5.7,0.3,106.5,17.6,0.26,137
R1016,0.05,0.33,1.6,0.12,30.1,5.7,0.09,82
R1017,0.07,0.23,1.8,0.19,44.9,8.4,0.23,70
R1018,0.03,0.08,2.1,0.08,62.8,5.4,0.13,135
R1019,0.06,0.11,2,0.07,67.3,6.6,0.1,144
R1020,0.04,0.11,2.7,0.07,86.2,21.2,0.14,159
R1021,0.03,0.1,1.8,0.19,46.4,9.7,0.11,105
R1022,0.01,0.06,0.9,0.19,28.8,4,0.15,96
R1023,0.02,0.1,1.3,0.12,66.2,5.6,0.16,105
R1024,0.01,0.22,2,0.13,20,8.3,0.26,65
R1025,<0.01,0.07,2.7,0.04,8.2,6,0.24,92
R1026,0.95,0.77,36.3,1.6,85.9,20.8,0.66,78
R1027,0.01,0.12,3.2,0.06,15.6,6.1,0.24,96
R1028,0.01,0.07,2.1,0.06,6.2,4.7,0.16,92
R1029,0.01,0.06,0.8,0.05,5,4.3,0.13,66
R1030,0.01,0.07,3.4,0.04,4.9,4.3,0.19,82
R1031,0.01,0.11,3.3,0.06,9.1,5.9,0.25,72
R1032,0.01,0.06,2.9,0.07,4.4,5.1,0.17,75
R1033,0.01,0.04,1.9,0.08,4.5,5.2,0.09,127
R1034,0.01,0.02,0.6,0.04,2.7,5,0.06,69
R1035,<0.01,0.02,0.6,0.1,14.4,4.8,0.05,121
R1036,<0.01,0.01,0.7,0.11,3.3,3.6,0.07,123
R1037,0.01,0.01,1.1,0.09,2,2.9,0.07,107
R1038,0.01,0.03,0.6,0.05,1.4,4.3,0.07,101
R1039,<0.01,0.03,0.5,0.05,4.4,4,0.07,98
R1040,<0.01,0.03,0.9,0.12,23.1,3.7,0.09,126
R1041,<0.01,0.02,0.6,0.04,3.8,2.7,0.07,100
R1042,<0.01,0.02,1,0.04,2,2.7,0.07,125
R1043,<0.01,0.02,0.7,0.03,1.6,2.8,0.07,120
R1044,<0.01,0.02,1.3,0.03,1.4,3,0.08,117
R1045,<0.01,0.03,1.4,0.06,11.2,5.1,0.1,49
R1046,1.31,1.4,28.1,3.35,31.4,26.6,0.29,55
R1047,<0.01,0.01,0.3,0.03,1.9,13,0.05,3
R1048,0.15,0.08,8.9,0.49,11.9,7.4,0.15,99
R1049,0.01,0.05,1.4,0.19,32.8,5.3,0.12,121
R1050,0.01,0.05,5.5,0.38,9.8,4.5,0.17,62
R1051,3.63,0.69,28.6,2.95,31.5,27.4,0.32,55
R1052,0.05,0.06,22.3,2.25,19,6.1,0.35,36
R1053,0.02,0.05,3.8,0.53,26.4,9.4,0.13,116
R1054,0.02,0.06,1.8,0.32,11.4,5.7,0.15,71
R1055,<0.01,0.03,1,0.38,12.9,3.4,0.11,94
R1056,<0.01,0.02,0.9,0.07,5.4,4,0.1,120
R1057,0.01,0.04,1,0.1,9.7,4.2,0.1,103
R1058,<0.01,0.02,0.8,0.09,6.8,3.4,0.11,113
R1059,<0.01,0.03,1,0.06,12.6,3.5,0.11,111
R1060,0.01,0.03,1.1,0.07,7.9,3.1,0.1,111
R1061,0.02,0.05,1.3,0.13,20,3.7,0.14,93
R1062,0.08,0.03,3,0.23,40.6,3.5,0.15,90
R1063,0.01,0.06,5.1,0.65,47.4,6.2,0.18,116
R1064,<0.01,0.05,1.1,0.15,10.2,3.7,0.1,103
R1065,0.01,0.05,1.6,0.12,7.2,3.1,0.13,70
R1066,0.33,0.2,13.7,1.34,60.7,9.2,0.36,52
R1067,0.85,0.58,22.4,3.17,247,48.4,0.63,85
R1068,0.26,0.18,16.1,0.97,169.5,13.9,0.3,93
R1069,0.12,0.15,2,0.24,44.2,11.8,0.28,82
R1070,0.04,0.11,2.1,0.16,27.2,12.1,0.18,69
R1071,0.04,0.1,2.7,0.28,54.1,8.5,0.16,69
R1072,<0.01,0.03,0.9,0.07,10.6,4.5,0.14,73
R1073,0.04,0.05,1,0.11,3.5,7.8,0.2,76
R1074,0.04,0.06,2.6,0.14,4.2,9.3,0.19,93
R1075,0.04,0.06,2.8,0.13,4.3,5.6,0.34,99
R1076,0.01,0.03,3.9,0.41,10.9,5.5,0.15,61
R1077,<0.01,0.03,0.8,0.1,8.8,3.4,0.1,107
R1078,0.01,0.02,1.1,0.07,3.5,5.3,0.12,81
R1079,0.04,0.02,3.4,1.35,19.7,8.1,0.15,105
R1080,<0.02,0.02,1.3,0.57,17.7,6.3,0.13,118
R1081,<0.01,0.01,0.5,0.11,1.9,4.2,0.09,136
R1082,<0.01,0.02,1.1,0.11,37.9,4.9,0.18,107
R1083,<0.01,0.01,0.8,0.07,2.3,4.7,0.11,118
R1084,0.01,0.04,2.2,0.26,30.3,8.1,0.18,104
R1085,1.53,0.35,47.5,8.99,99.1,10.3,0.57,82
R1086,0.02,0.04,0.2,0.24,8.1,11.5,0.07,3
R1087,20.6,4.57,121.5,10.2,88.2,9.4,0.88,52
R1088,0.02,0.05,1.5,0.38,6.9,5.6,0.11,82
R1089,0.02,0.28,34.5,1.44,73.4,64.3,0.75,56
R1090,<0.01,0.03,0.8,0.55,21.4,8.6,0.12,91
R1091,<0.01,0.07,1.2,1.07,16,12.3,0.12,99
R1092,0.03,0.06,5.6,1.67,18.6,5.9,0.14,38
R1093,<0.01,0.02,0.8,0.55,11.8,4.4,0.08,76
R1094,<0.01,0.04,0.8,0.7,13.2,5.3,0.1,84
R1095,0.01,0.05,1.6,0.77,24.9,12.4,0.1,39
R1096,<0.01,0.14,1.2,0.83,5.4,7.5,0.1,77
R1097,<0.01,0.13,2.2,0.85,27.5,16,0.23,90
R1098,<0.01,0.05,1.3,0.74,25.9,7.9,0.12,101
R1099,<0.01,0.03,0.9,0.25,14,15.8,0.09,127
R1100,1.75,0.05,0.5,0.47,8.7,9,0.1,82
R1101,1.54,0.42,39.4,8.05,84.8,12,0.61,60
R1102,<0.01,0.05,0.7,0.29,14.3,11.8,0.1,125
R1103,<0.01,0.14,1,0.53,15.5,18.8,0.13,73
R1104,<0.01,0.03,0.7,0.5,3.9,4.6,0.1,138
R1105,<0.01,0.05,1.2,0.52,15.4,14.1,0.12,118
R1106,<0.01,0.03,0.7,0.15,5.3,3.7,0.08,110
R1107,0.01,0.06,3.7,0.64,29.5,5.8,0.08,92
R1108,0.8,0.72,10.8,3.22,37.9,55.3,0.14,69
R1109,0.02,0.08,2.1,0.27,16.2,18.2,0.12,121
R1110,0.19,0.23,3.9,0.97,20.5,52.4,0.16,179
R1111,<0.01,0.07,1.2,0.18,11.5,5,0.1,121
R1112,<0.01,0.04,0.9,0.16,12.7,3.4,0.08,119
R1113,<0.01,0.04,0.9,0.11,7.5,3,0.08,120
R1114,<0.01,0.13,1.5,0.38,43.3,84.4,0.18,133
R1115,0.19,0.2,10.1,1.27,60.8,45.1,0.24,154
R1116,0.03,0.38,5.4,1.52,68.7,41.8,0.23,94
R1117,0.07,0.2,3.6,1.75,19.1,14.4,0.22,44
R1118,0.07,0.21,4.7,1.44,77.5,77.7,0.23,159
R1119,0.74,0.58,22,3.8,77.1,93.4,0.26,232
R1120,0.43,0.42,24.7,3.39,80.7,50.7,0.18,181
R1121,0.09,0.08,4.7,2.26,28.6,13.5,0.12,69
R1122,0.02,0.08,1.2,1.36,11.4,6,0.13,67
R1123,0.03,0.06,1.2,2.37,13.1,6.9,0.13,68
R1124,0.02,0.04,1.5,3.65,19,8.3,0.11,92
